group_representative,member,representative_artist,member_artist,hamming_distance,action,cross_artist
Vincent_van_Gogh_99.jpg,Vincent_van_Gogh_868.jpg,Vincent_van_Gogh,Vincent_van_Gogh,4,remove,False
Vincent_van_Gogh_99.jpg,Vincent_van_Gogh_99.jpg,Vincent_van_Gogh,Vincent_van_Gogh,0,keep,False
Edgar_Degas_574.jpg,Edgar_Degas_35.jpg,Edgar_Degas,Edgar_Degas,6,remove,False
Edgar_Degas_574.jpg,Edgar_Degas_574.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Albrecht_Du╠êrer_313.jpg,Albrecht_Dürer_313.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_313.jpg,Albrecht_Du╠êrer_313.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Du╠êrer_47.jpg,Albrecht_Dürer_47.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_47.jpg,Albrecht_Du╠êrer_47.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Edgar_Degas_25.jpg,Edgar_Degas_117.jpg,Edgar_Degas,Edgar_Degas,6,remove,False
Edgar_Degas_25.jpg,Edgar_Degas_675.jpg,Edgar_Degas,Edgar_Degas,8,remove,False
Edgar_Degas_25.jpg,Edgar_Degas_25.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Edgar_Degas_351.jpg,Edgar_Degas_350.jpg,Edgar_Degas,Edgar_Degas,2,remove,False
Edgar_Degas_351.jpg,Edgar_Degas_351.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Edgar_Degas_81.jpg,Edgar_Degas_325.jpg,Edgar_Degas,Edgar_Degas,4,remove,False
Edgar_Degas_81.jpg,Edgar_Degas_81.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Pablo_Picasso_133.jpg,Pablo_Picasso_375.jpg,Pablo_Picasso,Pablo_Picasso,2,remove,False
Pablo_Picasso_133.jpg,Pablo_Picasso_133.jpg,Pablo_Picasso,Pablo_Picasso,0,keep,False
Albrecht_Du╠êrer_91.jpg,Albrecht_Dürer_91.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_91.jpg,Albrecht_Du╠êrer_91.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Dürer_295.jpg,Albrecht_Du╠êrer_295.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_295.jpg,Albrecht_Dürer_295.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Du╠êrer_280.jpg,Albrecht_Dürer_280.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_280.jpg,Albrecht_Du╠êrer_280.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Vincent_van_Gogh_292.jpg,Vincent_van_Gogh_742.jpg,Vincent_van_Gogh,Vincent_van_Gogh,6,remove,False
Vincent_van_Gogh_292.jpg,Vincent_van_Gogh_292.jpg,Vincent_van_Gogh,Vincent_van_Gogh,0,keep,False
Albrecht_Dürer_265.jpg,Albrecht_Du╠êrer_265.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_265.jpg,Albrecht_Dürer_265.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Du╠êrer_128.jpg,Albrecht_Dürer_128.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_128.jpg,Albrecht_Du╠êrer_128.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Vincent_van_Gogh_356.jpg,Vincent_van_Gogh_554.jpg,Vincent_van_Gogh,Vincent_van_Gogh,10,remove,False
Vincent_van_Gogh_356.jpg,Vincent_van_Gogh_356.jpg,Vincent_van_Gogh,Vincent_van_Gogh,0,keep,False
Albrecht_Dürer_124.jpg,Albrecht_Du╠êrer_124.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_124.jpg,Albrecht_Dürer_124.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Dürer_239.jpg,Albrecht_Du╠êrer_239.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_239.jpg,Albrecht_Dürer_239.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Du╠êrer_133.jpg,Albrecht_Dürer_133.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_133.jpg,Albrecht_Du╠êrer_133.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Vincent_van_Gogh_293.jpg,Vincent_van_Gogh_135.jpg,Vincent_van_Gogh,Vincent_van_Gogh,6,remove,False
Vincent_van_Gogh_293.jpg,Vincent_van_Gogh_293.jpg,Vincent_van_Gogh,Vincent_van_Gogh,0,keep,False
Vincent_van_Gogh_295.jpg,Vincent_van_Gogh_625.jpg,Vincent_van_Gogh,Vincent_van_Gogh,6,remove,False
Vincent_van_Gogh_295.jpg,Vincent_van_Gogh_295.jpg,Vincent_van_Gogh,Vincent_van_Gogh,0,keep,False
Albrecht_Dürer_300.jpg,Albrecht_Du╠êrer_300.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_300.jpg,Albrecht_Dürer_300.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Edgar_Degas_446.jpg,Edgar_Degas_76.jpg,Edgar_Degas,Edgar_Degas,10,remove,False
Edgar_Degas_446.jpg,Edgar_Degas_643.jpg,Edgar_Degas,Edgar_Degas,10,remove,False
Edgar_Degas_446.jpg,Edgar_Degas_446.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Albrecht_Dürer_225.jpg,Albrecht_Du╠êrer_225.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_225.jpg,Albrecht_Dürer_225.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Dürer_299.jpg,Albrecht_Du╠êrer_299.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_299.jpg,Albrecht_Dürer_299.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Vincent_van_Gogh_782.jpg,Vincent_van_Gogh_261.jpg,Vincent_van_Gogh,Vincent_van_Gogh,8,remove,False
Vincent_van_Gogh_782.jpg,Vincent_van_Gogh_782.jpg,Vincent_van_Gogh,Vincent_van_Gogh,0,keep,False
Albrecht_Du╠êrer_150.jpg,Albrecht_Dürer_150.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_150.jpg,Albrecht_Du╠êrer_150.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Du╠êrer_75.jpg,Albrecht_Dürer_75.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_75.jpg,Albrecht_Du╠êrer_75.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Du╠êrer_184.jpg,Albrecht_Dürer_184.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_184.jpg,Albrecht_Du╠êrer_184.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Du╠êrer_247.jpg,Albrecht_Dürer_247.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_247.jpg,Albrecht_Du╠êrer_247.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Du╠êrer_142.jpg,Albrecht_Dürer_142.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_142.jpg,Albrecht_Du╠êrer_142.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Edgar_Degas_230.jpg,Edgar_Degas_9.jpg,Edgar_Degas,Edgar_Degas,8,remove,False
Edgar_Degas_230.jpg,Edgar_Degas_230.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Albrecht_Du╠êrer_297.jpg,Albrecht_Dürer_297.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_297.jpg,Albrecht_Du╠êrer_297.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Vincent_van_Gogh_456.jpg,Vincent_van_Gogh_432.jpg,Vincent_van_Gogh,Vincent_van_Gogh,4,remove,False
Vincent_van_Gogh_456.jpg,Vincent_van_Gogh_456.jpg,Vincent_van_Gogh,Vincent_van_Gogh,0,keep,False
Albrecht_Dürer_20.jpg,Albrecht_Du╠êrer_20.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_20.jpg,Albrecht_Dürer_20.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Vincent_van_Gogh_185.jpg,Vincent_van_Gogh_471.jpg,Vincent_van_Gogh,Vincent_van_Gogh,6,remove,False
Vincent_van_Gogh_185.jpg,Vincent_van_Gogh_185.jpg,Vincent_van_Gogh,Vincent_van_Gogh,0,keep,False
Albrecht_Dürer_238.jpg,Albrecht_Du╠êrer_238.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_238.jpg,Albrecht_Dürer_238.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Dürer_327.jpg,Albrecht_Du╠êrer_327.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_327.jpg,Albrecht_Dürer_327.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Dürer_305.jpg,Albrecht_Du╠êrer_305.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_305.jpg,Albrecht_Dürer_305.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Edgar_Degas_510.jpg,Edgar_Degas_536.jpg,Edgar_Degas,Edgar_Degas,4,remove,False
Edgar_Degas_510.jpg,Edgar_Degas_510.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Albrecht_Du╠êrer_303.jpg,Albrecht_Dürer_303.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_303.jpg,Albrecht_Du╠êrer_303.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Du╠êrer_180.jpg,Albrecht_Dürer_180.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_180.jpg,Albrecht_Du╠êrer_180.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Du╠êrer_223.jpg,Albrecht_Dürer_223.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_223.jpg,Albrecht_Du╠êrer_223.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Francisco_Goya_223.jpg,Francisco_Goya_148.jpg,Francisco_Goya,Francisco_Goya,10,remove,False
Francisco_Goya_223.jpg,Francisco_Goya_223.jpg,Francisco_Goya,Francisco_Goya,0,keep,False
Rembrandt_118.jpg,Rembrandt_119.jpg,Rembrandt,Rembrandt,8,remove,False
Rembrandt_118.jpg,Rembrandt_118.jpg,Rembrandt,Rembrandt,0,keep,False
Albrecht_Du╠êrer_301.jpg,Albrecht_Dürer_301.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_301.jpg,Albrecht_Du╠êrer_301.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Du╠êrer_160.jpg,Albrecht_Dürer_160.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_160.jpg,Albrecht_Du╠êrer_160.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Edgar_Degas_461.jpg,Edgar_Degas_689.jpg,Edgar_Degas,Edgar_Degas,2,remove,False
Edgar_Degas_461.jpg,Edgar_Degas_461.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Rembrandt_73.jpg,Rembrandt_220.jpg,Rembrandt,Rembrandt,2,remove,False
Rembrandt_73.jpg,Rembrandt_73.jpg,Rembrandt,Rembrandt,0,keep,False
Albrecht_Du╠êrer_127.jpg,Albrecht_Dürer_127.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_127.jpg,Albrecht_Du╠êrer_127.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Pablo_Picasso_31.jpg,Pablo_Picasso_153.jpg,Pablo_Picasso,Pablo_Picasso,4,remove,False
Pablo_Picasso_31.jpg,Pablo_Picasso_31.jpg,Pablo_Picasso,Pablo_Picasso,0,keep,False
Edgar_Degas_246.jpg,Edgar_Degas_245.jpg,Edgar_Degas,Edgar_Degas,6,remove,False
Edgar_Degas_246.jpg,Edgar_Degas_246.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Albrecht_Du╠êrer_45.jpg,Albrecht_Dürer_45.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_45.jpg,Albrecht_Du╠êrer_45.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Pablo_Picasso_264.jpg,Pablo_Picasso_383.jpg,Pablo_Picasso,Pablo_Picasso,10,remove,False
Pablo_Picasso_264.jpg,Pablo_Picasso_264.jpg,Pablo_Picasso,Pablo_Picasso,0,keep,False
Francisco_Goya_9.jpg,Francisco_Goya_107.jpg,Francisco_Goya,Francisco_Goya,6,remove,False
Francisco_Goya_9.jpg,Francisco_Goya_9.jpg,Francisco_Goya,Francisco_Goya,0,keep,False
Edgar_Degas_699.jpg,Edgar_Degas_429.jpg,Edgar_Degas,Edgar_Degas,8,remove,False
Edgar_Degas_699.jpg,Edgar_Degas_109.jpg,Edgar_Degas,Edgar_Degas,4,remove,False
Edgar_Degas_699.jpg,Edgar_Degas_699.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Albrecht_Dürer_272.jpg,Albrecht_Du╠êrer_272.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_272.jpg,Albrecht_Dürer_272.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Francisco_Goya_224.jpg,Rembrandt_246.jpg,Francisco_Goya,Rembrandt,12,remove,True
Francisco_Goya_224.jpg,Rembrandt_239.jpg,Francisco_Goya,Rembrandt,10,remove,True
Francisco_Goya_224.jpg,Francisco_Goya_224.jpg,Francisco_Goya,Francisco_Goya,0,keep,False
Albrecht_Du╠êrer_170.jpg,Albrecht_Dürer_170.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_170.jpg,Albrecht_Du╠êrer_170.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Edgar_Degas_243.jpg,Edgar_Degas_217.jpg,Edgar_Degas,Edgar_Degas,8,remove,False
Edgar_Degas_243.jpg,Edgar_Degas_243.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Albrecht_Du╠êrer_54.jpg,Albrecht_Dürer_54.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_54.jpg,Albrecht_Du╠êrer_54.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Dürer_196.jpg,Albrecht_Du╠êrer_196.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_196.jpg,Albrecht_Dürer_196.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Dürer_277.jpg,Albrecht_Du╠êrer_277.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_277.jpg,Albrecht_Dürer_277.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Du╠êrer_200.jpg,Albrecht_Dürer_200.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_200.jpg,Albrecht_Du╠êrer_200.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Vincent_van_Gogh_212.jpg,Vincent_van_Gogh_876.jpg,Vincent_van_Gogh,Vincent_van_Gogh,6,remove,False
Vincent_van_Gogh_212.jpg,Vincent_van_Gogh_212.jpg,Vincent_van_Gogh,Vincent_van_Gogh,0,keep,False
Edgar_Degas_647.jpg,Edgar_Degas_406.jpg,Edgar_Degas,Edgar_Degas,8,remove,False
Edgar_Degas_647.jpg,Edgar_Degas_647.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Edgar_Degas_335.jpg,Edgar_Degas_626.jpg,Edgar_Degas,Edgar_Degas,8,remove,False
Edgar_Degas_335.jpg,Edgar_Degas_335.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Albrecht_Du╠êrer_147.jpg,Albrecht_Dürer_147.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_147.jpg,Albrecht_Du╠êrer_147.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Dürer_310.jpg,Albrecht_Du╠êrer_310.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_310.jpg,Albrecht_Dürer_310.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Du╠êrer_209.jpg,Albrecht_Dürer_209.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_209.jpg,Albrecht_Du╠êrer_209.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Francisco_Goya_268.jpg,Francisco_Goya_174.jpg,Francisco_Goya,Francisco_Goya,10,remove,False
Francisco_Goya_268.jpg,Francisco_Goya_268.jpg,Francisco_Goya,Francisco_Goya,0,keep,False
Vincent_van_Gogh_425.jpg,Vincent_van_Gogh_657.jpg,Vincent_van_Gogh,Vincent_van_Gogh,8,remove,False
Vincent_van_Gogh_425.jpg,Vincent_van_Gogh_425.jpg,Vincent_van_Gogh,Vincent_van_Gogh,0,keep,False
Pablo_Picasso_115.jpg,Pablo_Picasso_282.jpg,Pablo_Picasso,Pablo_Picasso,6,remove,False
Pablo_Picasso_115.jpg,Pablo_Picasso_115.jpg,Pablo_Picasso,Pablo_Picasso,0,keep,False
Albrecht_Du╠êrer_258.jpg,Albrecht_Dürer_258.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_258.jpg,Albrecht_Du╠êrer_258.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Edgar_Degas_576.jpg,Edgar_Degas_656.jpg,Edgar_Degas,Edgar_Degas,6,remove,False
Edgar_Degas_576.jpg,Edgar_Degas_576.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Albrecht_Dürer_65.jpg,Albrecht_Du╠êrer_65.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_65.jpg,Albrecht_Dürer_65.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Vincent_van_Gogh_457.jpg,Vincent_van_Gogh_524.jpg,Vincent_van_Gogh,Vincent_van_Gogh,4,remove,False
Vincent_van_Gogh_457.jpg,Vincent_van_Gogh_457.jpg,Vincent_van_Gogh,Vincent_van_Gogh,0,keep,False
Vincent_van_Gogh_247.jpg,Vincent_van_Gogh_437.jpg,Vincent_van_Gogh,Vincent_van_Gogh,2,remove,False
Vincent_van_Gogh_247.jpg,Vincent_van_Gogh_247.jpg,Vincent_van_Gogh,Vincent_van_Gogh,0,keep,False
Edgar_Degas_469.jpg,Edgar_Degas_664.jpg,Edgar_Degas,Edgar_Degas,4,remove,False
Edgar_Degas_469.jpg,Edgar_Degas_469.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Vincent_van_Gogh_2.jpg,Vincent_van_Gogh_122.jpg,Vincent_van_Gogh,Vincent_van_Gogh,4,remove,False
Vincent_van_Gogh_2.jpg,Vincent_van_Gogh_2.jpg,Vincent_van_Gogh,Vincent_van_Gogh,0,keep,False
Titian_46.jpg,Edgar_Degas_388.jpg,Titian,Edgar_Degas,10,remove,True
Titian_46.jpg,Titian_46.jpg,Titian,Titian,0,keep,False
Albrecht_Dürer_159.jpg,Albrecht_Du╠êrer_159.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_159.jpg,Albrecht_Dürer_159.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Edgar_Degas_603.jpg,Edgar_Degas_181.jpg,Edgar_Degas,Edgar_Degas,8,remove,False
Edgar_Degas_603.jpg,Edgar_Degas_603.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Albrecht_Dürer_309.jpg,Albrecht_Du╠êrer_309.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_309.jpg,Albrecht_Dürer_309.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Rembrandt_174.jpg,Rembrandt_36.jpg,Rembrandt,Rembrandt,10,remove,False
Rembrandt_174.jpg,Rembrandt_174.jpg,Rembrandt,Rembrandt,0,keep,False
Albrecht_Dürer_279.jpg,Albrecht_Du╠êrer_279.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_279.jpg,Albrecht_Dürer_279.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Du╠êrer_106.jpg,Albrecht_Dürer_106.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_106.jpg,Albrecht_Du╠êrer_106.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Vincent_van_Gogh_235.jpg,Vincent_van_Gogh_761.jpg,Vincent_van_Gogh,Vincent_van_Gogh,6,remove,False
Vincent_van_Gogh_235.jpg,Vincent_van_Gogh_235.jpg,Vincent_van_Gogh,Vincent_van_Gogh,0,keep,False
Edgar_Degas_358.jpg,Edgar_Degas_330.jpg,Edgar_Degas,Edgar_Degas,4,remove,False
Edgar_Degas_358.jpg,Edgar_Degas_358.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Edgar_Degas_10.jpg,Edgar_Degas_473.jpg,Edgar_Degas,Edgar_Degas,2,remove,False
Edgar_Degas_10.jpg,Edgar_Degas_650.jpg,Edgar_Degas,Edgar_Degas,4,remove,False
Edgar_Degas_10.jpg,Edgar_Degas_10.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Albrecht_Du╠êrer_2.jpg,Albrecht_Dürer_2.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_2.jpg,Albrecht_Du╠êrer_2.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Vincent_van_Gogh_395.jpg,Vincent_van_Gogh_170.jpg,Vincent_van_Gogh,Vincent_van_Gogh,10,remove,False
Vincent_van_Gogh_395.jpg,Vincent_van_Gogh_395.jpg,Vincent_van_Gogh,Vincent_van_Gogh,0,keep,False
Albrecht_Du╠êrer_248.jpg,Albrecht_Dürer_248.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_248.jpg,Albrecht_Du╠êrer_248.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Alfred_Sisley_160.jpg,Alfred_Sisley_7.jpg,Alfred_Sisley,Alfred_Sisley,6,remove,False
Alfred_Sisley_160.jpg,Alfred_Sisley_160.jpg,Alfred_Sisley,Alfred_Sisley,0,keep,False
Edgar_Degas_661.jpg,Edgar_Degas_482.jpg,Edgar_Degas,Edgar_Degas,10,remove,False
Edgar_Degas_661.jpg,Edgar_Degas_661.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Albrecht_Dürer_7.jpg,Albrecht_Du╠êrer_7.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_7.jpg,Albrecht_Dürer_7.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Edgar_Degas_668.jpg,Edgar_Degas_283.jpg,Edgar_Degas,Edgar_Degas,8,remove,False
Edgar_Degas_668.jpg,Edgar_Degas_668.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Edgar_Degas_516.jpg,Edgar_Degas_638.jpg,Edgar_Degas,Edgar_Degas,4,remove,False
Edgar_Degas_516.jpg,Edgar_Degas_97.jpg,Edgar_Degas,Edgar_Degas,2,remove,False
Edgar_Degas_516.jpg,Edgar_Degas_516.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Albrecht_Du╠êrer_245.jpg,Albrecht_Dürer_245.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_245.jpg,Albrecht_Du╠êrer_245.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Du╠êrer_151.jpg,Albrecht_Dürer_151.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_151.jpg,Albrecht_Du╠êrer_151.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Edgar_Degas_34.jpg,Edgar_Degas_420.jpg,Edgar_Degas,Edgar_Degas,4,remove,False
Edgar_Degas_34.jpg,Edgar_Degas_628.jpg,Edgar_Degas,Edgar_Degas,8,remove,False
Edgar_Degas_34.jpg,Edgar_Degas_34.jpg,Edgar_Degas,Edgar_Degas,0,keep,False
Albrecht_Dürer_262.jpg,Albrecht_Du╠êrer_262.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_262.jpg,Albrecht_Dürer_262.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Du╠êrer_235.jpg,Albrecht_Dürer_235.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_235.jpg,Albrecht_Du╠êrer_235.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Du╠êrer_83.jpg,Albrecht_Dürer_83.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_83.jpg,Albrecht_Du╠êrer_83.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Albrecht_Dürer_149.jpg,Albrecht_Du╠êrer_149.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Dürer_149.jpg,Albrecht_Dürer_149.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
Vincent_van_Gogh_108.jpg,Vincent_van_Gogh_302.jpg,Vincent_van_Gogh,Vincent_van_Gogh,12,remove,False
Vincent_van_Gogh_108.jpg,Vincent_van_Gogh_323.jpg,Vincent_van_Gogh,Vincent_van_Gogh,10,remove,False
Vincent_van_Gogh_108.jpg,Vincent_van_Gogh_108.jpg,Vincent_van_Gogh,Vincent_van_Gogh,0,keep,False
Vincent_van_Gogh_78.jpg,Vincent_van_Gogh_449.jpg,Vincent_van_Gogh,Vincent_van_Gogh,6,remove,False
Vincent_van_Gogh_78.jpg,Vincent_van_Gogh_78.jpg,Vincent_van_Gogh,Vincent_van_Gogh,0,keep,False
Vincent_van_Gogh_775.jpg,Vincent_van_Gogh_307.jpg,Vincent_van_Gogh,Vincent_van_Gogh,6,remove,False
Vincent_van_Gogh_775.jpg,Vincent_van_Gogh_775.jpg,Vincent_van_Gogh,Vincent_van_Gogh,0,keep,False
Albrecht_Du╠êrer_278.jpg,Albrecht_Dürer_278.jpg,Albrecht_Dürer,Albrecht_Dürer,0,remove,False
Albrecht_Du╠êrer_278.jpg,Albrecht_Du╠êrer_278.jpg,Albrecht_Dürer,Albrecht_Dürer,0,keep,False
